RestaurantID,RestaurantName,Description,LogoImage,BusinessStatus,DeliveryFee,MinimumOrderAmount,DeliveryArea,AverageRating
9127,Taylor Moreno and Jones,Total impactful website,https://placekitten.com/951/372,Resting,2.74,20.55,Ericville,3.1
9128,Valencia Mack and Keith,Enhanced clear-thinking circuit,https://dummyimage.com/339x697,Resting,6.04,15.29,Kramerberg,4.7
9129,Hensley Reynolds and Williams,Quality-focused reciprocal process improvement,https://placekitten.com/55/283,Closed,2.17,22.5,New Lauren,3.9
9130,Wells Johnson and Macdonald,Multi-lateral eco-centric strategy,https://placekitten.com/581/956,Open,2.57,23.84,Johnchester,3.1
9131,Griffin Ross and Walker,Business-focused grid-enabled concept,https://picsum.photos/677/689,Open,5.24,40.79,Bennetttown,4.4
9132,Parsons Mcmillan and Camacho,Function-based composite success,https://dummyimage.com/945x537,Resting,9.27,41.35,West Diamond,4.3
9133,Simmons-Clark,Synchronized global moratorium,https://picsum.photos/750/916,Resting,8.02,50.63,East Sharon,4.8
9134,Perez Inc 2,Team-oriented human-resource system engine,https://dummyimage.com/664x82,Closed,8.74,55.01,Whitehaven,3.2
9135,Kennedy LLC 2,Fully-configurable homogeneous matrix,https://placekitten.com/611/440,Closed,5.28,45.18,Port Wendy,3.9
9136,Clark Goodwin and Jensen,Programmable real-time policy,https://placekitten.com/23/702,Closed,8.19,32.87,West Ashleyville,3.5
9137,Foster LLC 2,Team-oriented composite analyzer,https://dummyimage.com/405x501,Closed,6.53,35.72,New Rebecca,3.6
9138,Smith Turner and Sexton,Optional composite application,https://dummyimage.com/135x292,Open,8.87,17.78,East Sharon,4.6
9139,Chen Spears and Johnston,Ameliorated content-based Graphic Interface,https://dummyimage.com/934x146,Closed,7.94,55.38,West Samuel,4.8
9140,Cabrera Brewer and Myers,User-centric background customer loyalty,https://picsum.photos/572/575,Open,6.11,46.55,South Diane,4.1
9141,Roach Ltd,Monitored responsive task-force,https://placekitten.com/460/830,Resting,8.47,28.65,Johnhaven,4.4
9142,Evans PLC 2,Organic zero tolerance protocol,https://picsum.photos/220/1000,Resting,2.75,50.97,New Henryport,4.8
9143,Shaw and Sons 2,Front-line real-time orchestration,https://picsum.photos/549/877,Resting,8.13,56.96,Christensenfort,4.0
9144,Oliver-Hebert,Organic fault-tolerant framework,https://placekitten.com/985/813,Resting,8.66,33.24,New Danielfort,4.3
9145,Bolton PLC,Multi-tiered multi-tasking analyzer,https://picsum.photos/890/567,Closed,6.56,18.35,South Trevorton,4.3
9146,Coffey LLC,Devolved asynchronous projection,https://dummyimage.com/135x252,Resting,3.7,54.59,Lake Amber,4.5
9147,Johnson Williams and Alexander,Multi-lateral didactic artificial intelligence,https://picsum.photos/633/830,Closed,8.05,45.03,New Robertmouth,4.7
9148,Cox Burke and Salas,Team-oriented value-added customer loyalty,https://dummyimage.com/839x331,Open,3.66,50.0,Tracyhaven,4.0
9149,Ford Freeman and Fleming,Digitized stable customer loyalty,https://picsum.photos/562/377,Closed,2.79,56.87,Woodfort,3.4
9150,Mcclain-Washington,Optional multi-state system engine,https://dummyimage.com/896x899,Closed,5.21,34.12,Port Amberfurt,4.6
9151,Curry-Alvarez,Programmable neutral toolset,https://placekitten.com/470/253,Closed,5.35,32.66,Timothytown,3.2
9152,Newman and Sons 4,Stand-alone 3rdgeneration capability,https://dummyimage.com/678x378,Closed,8.0,33.19,Rodriguezview,3.0
9153,Williams-Higgins,Distributed non-volatile capacity,https://picsum.photos/120/341,Closed,5.54,46.17,Kellyfort,3.6
9154,Jenkins and Sons,Streamlined local array,https://picsum.photos/586/239,Open,2.18,39.43,South Andrewstad,3.6
9155,Miller-Russell,Open-source bifurcated conglomeration,https://picsum.photos/962/409,Open,3.79,24.9,Kelliport,3.6
9156,Miller-Murphy,Reactive motivating pricing structure,https://picsum.photos/822/327,Open,9.83,48.1,Brownhaven,3.3
9157,Moore LLC 3,Realigned zero-defect framework,https://dummyimage.com/373x954,Closed,6.98,28.62,Powerston,3.9
9158,Mendoza Martin and Landry,Intuitive contextually-based extranet,https://placekitten.com/172/647,Resting,5.16,53.22,Sarahhaven,4.5
9159,Moore Bailey and Smith,Synergized solution-oriented framework,https://picsum.photos/885/760,Closed,9.55,18.51,Lake Monicaberg,3.6
9160,Garcia Ltd 4,Extended zero tolerance project,https://picsum.photos/338/882,Open,4.86,15.6,South Kevinhaven,4.7
9161,Smith Chen and Ward,Diverse 6thgeneration secured line,https://dummyimage.com/810x153,Open,5.51,50.01,Port Anthonybury,4.0
9162,Ryan Winters and Stanley,Decentralized stable Internet solution,https://dummyimage.com/449x53,Open,4.78,35.07,Kevinview,4.7
9163,Dalton-Gonzales,Re-engineered intermediate leverage,https://dummyimage.com/774x233,Closed,4.35,35.98,Johnsonstad,3.5
9164,Hernandez Hernandez and Jackson,Ameliorated motivating moderator,https://picsum.photos/613/67,Resting,4.14,55.02,Maynardshire,4.4
9165,Baker Inc 2,Right-sized interactive success,https://dummyimage.com/348x1004,Resting,4.3,23.54,Robertshire,5.0
9166,White and Sons 8,Phased mission-critical complexity,https://placekitten.com/634/61,Closed,7.09,44.04,Wrightview,4.1
9167,Norton Cortez and Wagner,Persistent homogeneous software,https://picsum.photos/911/453,Closed,3.33,39.07,Daniellemouth,4.7
9168,Delacruz Inc,Customer-focused executive methodology,https://placekitten.com/591/893,Closed,7.18,43.95,East Jasonside,3.5
9169,Mitchell Ross and Frey,Universal intangible algorithm,https://picsum.photos/141/51,Closed,3.49,47.54,Jamieside,4.8
9170,James-Jones,Total zero-defect installation,https://placekitten.com/232/882,Resting,3.01,22.33,Chrishaven,3.6
9171,Mitchell PLC 2,Cloned contextually-based infrastructure,https://dummyimage.com/251x119,Resting,7.68,29.86,Pamelabury,4.2
9172,Elliott PLC,Persistent optimal methodology,https://placekitten.com/416/944,Open,6.53,15.33,North Linda,3.5
9173,Bass-Ross,Diverse mission-critical frame,https://dummyimage.com/360x694,Closed,5.05,50.22,East Shannon,3.6
9174,Gilmore-Cox,Cross-group interactive flexibility,https://placekitten.com/687/317,Open,6.29,26.63,West Robert,4.8
9175,Michael Davis and Brooks,Implemented value-added paradigm,https://dummyimage.com/959x799,Open,2.66,33.36,North Kevinport,4.6
9176,Smith and Sons 15,Realigned local groupware,https://dummyimage.com/758x477,Closed,7.47,44.03,Matthewsland,4.8
9177,Baldwin Henderson and Richardson,Networked demand-driven budgetary management,https://placekitten.com/360/861,Closed,8.62,36.51,West Robert,4.3
9178,Montoya LLC,De-engineered intangible info-mediaries,https://picsum.photos/115/196,Open,5.83,37.37,Jonshire,3.6
9179,Johnson LLC 11,Polarized heuristic emulation,https://picsum.photos/980/664,Resting,9.07,40.96,Christinaside,3.5
9180,James Ltd 2,Synchronized mobile system engine,https://picsum.photos/679/734,Closed,3.53,49.95,Andreastad,3.1
9181,Bell-Booth,Cross-platform 3rdgeneration open system,https://picsum.photos/981/539,Closed,3.18,58.65,New Donaldmouth,4.2
9182,Payne-Martin,Streamlined fault-tolerant encryption,https://placekitten.com/576/125,Open,7.93,30.12,North Scott,4.3
9183,Barrett Inc 2,Reverse-engineered 24hour pricing structure,https://placekitten.com/870/300,Resting,5.06,30.97,Lake Andrewfort,3.4
9184,Hunt Peterson and Dixon,Virtual leadingedge standardization,https://dummyimage.com/584x597,Closed,3.53,58.4,Lake Beth,3.0
9185,Carter-Rose,Persevering well-modulated extranet,https://picsum.photos/120/341,Resting,5.2,39.7,Mileshaven,3.7
9186,Murphy-Miller,Business-focused upward-trending task-force,https://picsum.photos/320/857,Resting,7.29,16.51,Brooksview,3.7
9187,Pugh-Wilson,Cloned client-server encoding,https://picsum.photos/494/322,Closed,4.48,21.36,Lake Karenborough,4.3
9188,Hernandez LLC 3,Realigned zero administration hardware,https://placekitten.com/574/437,Closed,9.71,20.55,North Elizabeth,3.4
9189,Padilla-Harvey,Optimized local superstructure,https://picsum.photos/497/661,Open,2.35,32.61,Lake Brenda,4.8
9190,Clark Inc 4,Balanced executive solution,https://placekitten.com/881/662,Closed,5.19,21.54,South Robert,4.6
9191,Farley Ltd,Optional value-added installation,https://placekitten.com/208/576,Closed,3.54,52.59,Justinville,4.9
9192,Brown Gutierrez and Johnson,Synchronized empowering Graphic Interface,https://dummyimage.com/357x461,Resting,3.74,31.4,South Austin,3.7
9193,Sherman Russell and Graham,Persevering demand-driven adapter,https://placekitten.com/1014/914,Closed,6.96,16.46,Santanamouth,4.6
9194,Perry-Nguyen,Digitized next generation Graphic Interface,https://dummyimage.com/792x783,Closed,8.7,58.93,Anthonyside,4.6
9195,Estrada Bush and Lynn,Diverse bandwidth-monitored capability,https://picsum.photos/913/588,Resting,7.7,56.58,Port Ericaborough,3.9
9196,Williams Simmons and Black,Cloned hybrid implementation,https://dummyimage.com/928x559,Closed,4.92,57.29,Port Tammy,3.2
9197,Jackson PLC 6,Reactive composite attitude,https://dummyimage.com/135x941,Closed,4.16,34.77,East Scott,4.2
9198,Washington-Herrera,Cross-platform local paradigm,https://picsum.photos/875/370,Open,8.55,31.42,Lake Alexander,4.1
9199,Nolan Henry and Lopez,Up-sized coherent support,https://picsum.photos/146/712,Closed,3.07,54.65,Chadmouth,4.0
9200,Estrada PLC 3,Business-focused leadingedge groupware,https://dummyimage.com/323x292,Open,8.23,20.82,West Stevenstad,4.8
9201,Carney Sandoval and Blake,Focused 5thgeneration firmware,https://dummyimage.com/673x233,Closed,4.28,26.55,West Jessica,3.4
9202,Rivera Anderson and Montes,Optimized upward-trending Local Area Network,https://placekitten.com/637/229,Closed,8.6,27.88,North Donaldland,3.3
9203,Dawson PLC,Optimized neutral benchmark,https://placekitten.com/228/767,Resting,6.33,56.81,Kelseymouth,3.3
9204,Vega PLC,Ergonomic coherent attitude,https://picsum.photos/314/194,Resting,9.83,23.59,Sawyerchester,4.7
9205,Miller Kennedy and Johnson,Triple-buffered contextually-based capacity,https://placekitten.com/502/742,Resting,2.8,32.41,West Jorge,4.1
9206,Murphy-Kennedy,Optional explicit middleware,https://picsum.photos/258/283,Resting,6.09,47.94,Wardhaven,4.1
9207,Cooper-Ray,Programmable upward-trending functionalities,https://picsum.photos/617/230,Resting,5.55,57.16,Lake Christine,4.9
9208,Welch Walker and Snyder,Networked radical Internet solution,https://dummyimage.com/790x195,Closed,6.44,24.71,Micheleton,3.3
9209,Sanders-Ewing,Pre-emptive system-worthy Graphical User Interface,https://picsum.photos/155/91,Open,5.32,25.03,Johnsonmouth,3.6
9210,Nolan Williams and Mccall,Future-proofed real-time frame,https://dummyimage.com/189x212,Resting,8.01,46.77,North Ryanhaven,5.0
9211,Newman Group,Configurable solution-oriented strategy,https://placekitten.com/993/360,Open,7.23,16.22,Thompsonstad,4.4
9212,Smith Richards and Leon,Right-sized optimizing matrix,https://dummyimage.com/566x615,Open,9.72,43.58,Churchtown,4.8
9213,Morales-Jenkins,Front-line needs-based monitoring,https://picsum.photos/190/691,Closed,4.69,26.73,South Maryville,3.4
9214,Anderson Banks and Wells,Switchable heuristic emulation,https://picsum.photos/289/226,Resting,4.95,57.25,Mooreport,3.1
9215,Palmer-Hamilton,Optional multi-tasking policy,https://placekitten.com/939/482,Closed,2.93,38.37,Port Kimberlyborough,3.6
9216,White LLC 6,Total exuding installation,https://dummyimage.com/405x818,Closed,5.48,52.03,East Tammy,3.5
9217,Miller-Cobb,Expanded demand-driven throughput,https://picsum.photos/467/5,Closed,8.35,19.57,East John,4.7
9218,Hines Group,Public-key secondary complexity,https://dummyimage.com/732x844,Open,3.39,49.32,Bensonville,3.4
9219,Sanchez Johnson and Vaughn,Diverse disintermediate pricing structure,https://picsum.photos/628/264,Open,5.28,35.06,North Tammyhaven,3.4
9220,Strickland Bowen and Blackwell,Profit-focused dedicated approach,https://dummyimage.com/244x454,Closed,6.79,45.07,Ryanfort,4.4
9221,Simmons Group 3,Automated tertiary hierarchy,https://picsum.photos/75/819,Open,2.36,22.11,Timothyborough,3.4
9222,Walker LLC 3,Multi-layered asymmetric customer loyalty,https://dummyimage.com/101x204,Open,9.26,16.0,Lake Amy,3.7
9223,Sanchez LLC 3,Seamless 4thgeneration initiative,https://dummyimage.com/502x176,Closed,4.44,33.05,North Markborough,4.7
9224,Fitzgerald Jones and Bailey,Vision-oriented didactic adapter,https://placekitten.com/365/359,Resting,6.58,58.81,New Frankville,4.2
9225,Williams PLC 11,Phased neutral focus group,https://placekitten.com/140/978,Closed,9.54,42.63,Cohenborough,3.6
9226,Martinez Barnes and Benjamin,Streamlined high-level artificial intelligence,https://dummyimage.com/344x356,Closed,7.53,35.65,Sharonberg,3.2
9227,Curtis-Olson,User-centric intangible forecast,https://picsum.photos/152/731,Resting,2.26,19.91,Lake Davidshire,4.6
9228,Ramsey Nunez and Long,Polarized zero tolerance collaboration,https://placekitten.com/589/27,Resting,5.26,25.56,East Juliachester,3.3
9229,Bennett-Robinson,Secured bi-directional hardware,https://placekitten.com/517/883,Closed,5.59,30.0,Thomasland,4.0
9230,Johnson Scott and Taylor,Front-line didactic benchmark,https://placekitten.com/266/878,Open,8.09,18.43,Lake Jennifer,3.2
9231,Warren Schaefer and Sandoval,Monitored maximized concept,https://placekitten.com/909/798,Closed,5.44,41.58,Taylorshire,3.0
9232,Lara-Wilson,Multi-channeled reciprocal analyzer,https://picsum.photos/955/947,Open,4.47,17.42,Lake Jordanburgh,3.4
9233,Frank Inc,Optional exuding capability,https://picsum.photos/956/360,Open,8.44,57.96,Thompsonmouth,3.1
9234,Durham LLC,Mandatory leadingedge collaboration,https://picsum.photos/951/278,Resting,2.53,47.87,South Carla,3.2
9235,Ellis Inc 3,Open-source clear-thinking hub,https://picsum.photos/824/848,Resting,7.68,36.89,West Emily,3.7
9236,Lee Group 3,Centralized zero tolerance application,https://picsum.photos/683/285,Resting,3.69,34.75,East Victoria,3.5
9237,Bell PLC,Optional interactive knowledgebase,https://placekitten.com/963/784,Resting,8.97,30.53,Cindychester,3.3
9238,Tyler Davis and Coleman,Visionary 3rdgeneration flexibility,https://placekitten.com/237/83,Open,4.79,17.08,Josephchester,4.3
9239,Kidd-Howard,Right-sized optimal policy,https://picsum.photos/760/887,Closed,9.57,46.61,Edwardchester,3.9
9240,Martinez Gonzalez and Morales,Inverse dedicated budgetary management,https://placekitten.com/950/912,Open,9.13,46.25,Lake Jason,4.2
9241,Jones-Glenn,Self-enabling foreground functionalities,https://placekitten.com/181/619,Closed,8.01,21.16,Trujilloview,3.3
9242,Allen LLC 2,Horizontal solution-oriented product,https://dummyimage.com/444x477,Resting,9.64,47.89,Alexisfort,3.2
9243,Nichols Duffy and Patterson,Multi-tiered optimal conglomeration,https://placekitten.com/631/983,Resting,9.57,37.89,New Jodifort,4.2
9244,Strickland Pena and Eaton,Upgradable even-keeled open system,https://dummyimage.com/740x537,Closed,3.43,54.4,New Justinburgh,4.9
9245,Howell Ltd 2,Inverse homogeneous conglomeration,https://placekitten.com/48/189,Open,7.01,21.9,South Abigailshire,4.7
9246,Crosby Bailey and Ryan,Robust background circuit,https://picsum.photos/1003/903,Resting,3.17,54.08,South Brandonport,4.3
9247,Hickman Inc,Customer-focused maximized monitoring,https://dummyimage.com/466x574,Open,8.69,28.31,Amyfurt,4.3
9248,Gray LLC 4,Total asynchronous function,https://picsum.photos/583/774,Resting,6.83,54.38,North Denniston,3.4
9249,Mora PLC 3,Virtual systematic project,https://placekitten.com/685/302,Closed,8.48,58.23,Reneeside,4.9
9250,Watkins Mason and Waters,Future-proofed real-time interface,https://picsum.photos/689/714,Closed,7.05,47.1,New Seanberg,4.6
9251,Newton Ltd,Networked zero-defect knowledgebase,https://placekitten.com/656/271,Resting,2.28,22.68,Port Patrickland,4.4
9252,Butler-Hernandez,Cloned human-resource throughput,https://picsum.photos/676/609,Closed,7.08,21.21,Velezstad,4.0
9253,Martin Sandoval and Chung,Object-based national intranet,https://dummyimage.com/935x480,Open,5.45,26.58,South Ryanchester,4.8
9254,Martinez-Clark,Robust multi-state project,https://picsum.photos/15/440,Closed,6.62,40.27,Davisberg,4.0
9255,Preston Ltd,Enhanced dynamic open architecture,https://dummyimage.com/928x795,Open,3.69,21.88,North Melissaville,4.8
9256,Medina-Clark,Streamlined coherent benchmark,https://picsum.photos/579/968,Open,6.0,29.13,Galvanland,4.9
9257,Jackson Boyd and Glenn,Down-sized maximized secured line,https://dummyimage.com/442x903,Closed,5.74,48.02,South Jasonport,3.4
9258,Hubbard Group 2,Switchable 24/7 adapter,https://picsum.photos/56/430,Closed,9.23,44.01,Elliston,3.7
9259,Singleton LLC,Re-contextualized hybrid throughput,https://picsum.photos/559/53,Resting,4.55,22.1,Dixonland,3.5
9260,Nichols Ltd 3,Ergonomic actuating definition,https://picsum.photos/717/58,Resting,2.76,38.08,Brianburgh,3.9
9261,Shea Calhoun and Johnson,Proactive static secured line,https://picsum.photos/649/328,Open,4.44,32.44,New Jennifer,3.6
9262,Bailey Mayo and Alvarez,User-friendly leadingedge website,https://dummyimage.com/489x825,Open,7.37,31.57,Port Wendy,4.7
9263,Silva-Riley,Enhanced web-enabled leverage,https://dummyimage.com/20x459,Open,9.3,21.64,South Derektown,4.2
9264,Robinson-Miller,Cloned leadingedge array,https://dummyimage.com/512x310,Closed,2.09,15.15,New Jonathan,3.6
9265,Velasquez-Gonzalez,Realigned didactic implementation,https://placekitten.com/944/944,Resting,3.33,51.19,Terryhaven,4.8
9266,Reese-Warren,Networked demand-driven circuit,https://dummyimage.com/12x425,Open,3.98,29.85,Whitneymouth,4.2
9267,Hernandez Ltd 5,Self-enabling disintermediate challenge,https://placekitten.com/672/501,Resting,2.03,30.07,Cooperfort,4.9
9268,Smith Grant and Gallagher,Virtual content-based approach,https://placekitten.com/806/48,Resting,8.09,49.66,Cisnerosfurt,3.4
9269,Knight Group,Seamless optimal flexibility,https://placekitten.com/1000/148,Closed,5.67,41.98,Evansfort,4.4
9270,Ritter Dean and Smith,User-friendly impactful frame,https://placekitten.com/574/987,Resting,7.83,39.03,New Joshuashire,4.0
